,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total
15439,The Lord of the Rings: Conquest,PS3,2009.0,Action,Electronic Arts,380.0,260.0,0.0,120.0,760.0
15440,Tales of Xillia,PS3,2011.0,Role-Playing,Namco Bandai Games,290.0,190.0,670.0,90.0,1240.0
15441,Burnout Revenge,XB,2005.0,Racing,Electronic Arts,320.0,190.0,0.0,10.0,520.0
15442,Famicom Mini: Dig Dug,GBA,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,50.0,0.0,50.0
15443,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001.0,Misc,Konami Digital Entertainment,1160.0,910.0,0.0,300.0,2370.0
15444,Robots,GC,2005.0,Action,Vivendi Games,120.0,30.0,0.0,0.0,150.0
15445,Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,0.0,50.0,0.0,10.0,60.0
15446,Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,30.0,430.0,510.0,10.0,980.0
15447,Jikkyou Powerful Pro Baseball 2016,PSV,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,170.0,0.0,170.0
15448,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995.0,Sports,Sega,0.0,0.0,220.0,0.0,220.0
15449,Rooms: The Main Building,Wii,2010.0,Adventure,Hudson Soft,60.0,0.0,0.0,0.0,60.0
15450,Animaniacs Ten Pin Alley,PS,1998.0,Sports,ASC Games,360.0,250.0,0.0,40.0,650.0
15451,NCAA Football 10,PS2,2009.0,Sports,Electronic Arts,280.0,220.0,0.0,70.0,570.0
15452,Speed,Wii,2010.0,Racing,Unknown,40.0,20.0,0.0,10.0,70.0
15453,Namco Museum,GC,2002.0,Misc,Namco Bandai Games,480.0,130.0,0.0,20.0,630.0
15454,FIFA Soccer 2005,GBA,2004.0,Sports,Electronic Arts,60.0,20.0,0.0,0.0,80.0
15455,Fishing Resort,Wii,2011.0,Sports,Namco Bandai Games,160.0,0.0,250.0,10.0,420.0
15456,Dante's Inferno,PSP,2010.0,Action,Electronic Arts,120.0,30.0,10.0,30.0,190.0
15457,The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015.0,Misc,Namco Bandai Games,0.0,0.0,40.0,0.0,40.0
15458,Dance Dance Revolution Extreme,PS2,2004.0,Simulation,Konami Digital Entertainment,1040.0,810.0,0.0,270.0,2120.0
15459,Gekka Ryouran Romance,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,20.0,0.0,20.0
15460,Sherlock Holmes: Crimes & Punishments,X360,2014.0,Adventure,Focus Home Interactive,30.0,30.0,0.0,10.0,70.0
15461,Cartoon Network Block Party,GBA,2004.0,Misc,Majesco Entertainment,30.0,10.0,0.0,0.0,40.0
15462,Cabela's Outdoor Adventures (2009),X360,2009.0,Sports,Activision Value,230.0,0.0,0.0,20.0,250.0
15463,MySims Kingdom,DS,2008.0,Simulation,Electronic Arts,810.0,600.0,10.0,170.0,1590.0
15464,DanceDanceRevolution,X360,2011.0,Simulation,Konami Digital Entertainment,80.0,0.0,0.0,10.0,90.0
15465,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006.0,Misc,Nintendo,0.0,0.0,50.0,0.0,50.0
15466,Ben 10 Galactic Racing,PS3,2011.0,Racing,D3Publisher,60.0,20.0,0.0,10.0,90.0
15467,Captain Morgane and the Golden Turtle,PS3,2012.0,Adventure,Reef Entertainment,0.0,20.0,0.0,10.0,30.0
15468,Kung Zhu,DS,2010.0,Action,Activision,260.0,0.0,0.0,20.0,280.0
15469,Robots,XB,2005.0,Action,Vivendi Games,70.0,20.0,0.0,0.0,90.0
15470,PhotoKano,PSV,2013.0,Adventure,Kadokawa Shoten,0.0,0.0,70.0,0.0,70.0
15471,Petz: Dogz Pack,DS,2008.0,Simulation,Ubisoft,560.0,0.0,0.0,50.0,610.0
15472,FIFA Soccer 13,PC,2012.0,Action,Electronic Arts,20.0,310.0,0.0,70.0,400.0
15473,Evolution Skateboarding,PS2,2002.0,Sports,Konami Digital Entertainment,130.0,100.0,0.0,30.0,260.0
15474,Warriors: Legends of Troy,X360,2011.0,Action,Tecmo Koei,0.0,40.0,10.0,10.0,60.0
15475,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,10.0,0.0,10.0
15476,Harry Potter and the Deathly Hallows - Part 2,PS3,2011.0,Action,Electronic Arts,140.0,150.0,0.0,50.0,340.0
15477,Q*bert,2600,1982.0,Puzzle,Parker Bros.,550.0,30.0,0.0,10.0,590.0
15478,The Sims 3: Ambitions,PC,2010.0,Simulation,Electronic Arts,0.0,290.0,0.0,180.0,470.0
15479,Silent Scope,PS2,2000.0,Shooter,Konami Digital Entertainment,190.0,150.0,0.0,50.0,390.0
15480,Zoo Tycoon (2013),XOne,2013.0,Simulation,Microsoft Game Studios,180.0,130.0,0.0,30.0,340.0
15481,FIFA 17,PS4,2016.0,Sports,Electronic Arts,280.0,3750.0,60.0,690.0,4780.0
15482,Tales of Rebirth,PS2,2004.0,Role-Playing,Namco Bandai Games,0.0,0.0,590.0,0.0,590.0
15483,Afro Samurai,X360,2009.0,Action,Atari,160.0,50.0,0.0,20.0,230.0
15484,Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,70.0,0.0,70.0
15485,Remington Great American Bird Hunt,Wii,2009.0,Sports,Mastiff,410.0,0.0,0.0,30.0,440.0
15486,Mega Man 5,NES,1992.0,Platform,Capcom,390.0,70.0,320.0,10.0,790.0
15487,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015.0,Action,Activision,0.0,30.0,0.0,0.0,30.0
15488,DC Universe Online,PS3,2011.0,Role-Playing,Sony Online Entertainment,350.0,120.0,0.0,60.0,530.0
15489,Lost Odyssey,X360,2007.0,Role-Playing,Microsoft Game Studios,450.0,270.0,110.0,90.0,920.0
15490,WWE 2K14,PS3,2013.0,Sports,Take-Two Interactive,490.0,490.0,0.0,210.0,1190.0
15491,King's Field II,PS,1996.0,Role-Playing,From Software,80.0,60.0,110.0,20.0,270.0
15492,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994.0,Fighting,Namco Bandai Games,0.0,0.0,310.0,0.0,310.0
15493,Driver: San Francisco,X360,2011.0,Racing,Ubisoft,250.0,390.0,0.0,80.0,720.0
15494,Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,260.0,10.0,270.0
15495,Critical Depth,PS,1997.0,Action,GT Interactive,130.0,90.0,0.0,10.0,230.0
15496,Blazing Souls,PS2,2006.0,Role-Playing,Idea Factory,0.0,0.0,20.0,0.0,20.0
15497,Family Game Night 4: The Game Show,X360,2011.0,Misc,Electronic Arts,70.0,0.0,0.0,10.0,80.0
15498,Custom Robo Arena,DS,2006.0,Fighting,Nintendo,20.0,20.0,120.0,0.0,160.0
15500,Naruto Shippuden: Naruto vs. Sasuke,DS,2008.0,Action,Takara Tomy,80.0,0.0,30.0,10.0,120.0
15501,LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,640.0,1240.0,10.0,690.0,2580.0
15502,Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,30.0,50.0,20.0,20.0,120.0
15503,Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,Atari,260.0,80.0,130.0,70.0,540.0
15504,Total War: Shogun 2,PC,2011.0,Strategy,Sega,190.0,310.0,0.0,90.0,590.0
15505,Mr. Driller 2,GBA,2001.0,Puzzle,Namco Bandai Games,0.0,0.0,150.0,0.0,150.0
15506,Tiny Toon Adventures: Plucky's Big Adventure,PS,2001.0,Action,Conspiracy Entertainment,150.0,100.0,0.0,20.0,270.0
15507,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013.0,Action,FuRyu,0.0,0.0,70.0,0.0,70.0
15508,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,2620.0,1640.0,990.0,230.0,5480.0
15509,Picture Perfect Hair Salon,DS,2009.0,Simulation,505 Games,70.0,0.0,0.0,10.0,80.0
15510,AMF Bowling Pinbusters!,Wii,2007.0,Sports,Bethesda Softworks,850.0,0.0,0.0,70.0,920.0
15511,Pac-Man Power Pack,PS2,2008.0,Misc,Namco Bandai Games,40.0,30.0,0.0,10.0,80.0
15512,Lego Batman 3: Beyond Gotham,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,230.0,210.0,0.0,40.0,480.0
15513,The Settlers,DS,2007.0,Action,Ubisoft,100.0,0.0,0.0,10.0,110.0
15514,Band Hero,DS,2009.0,Misc,Activision,210.0,190.0,0.0,50.0,450.0
15515,Pole Position,2600,1982.0,Racing,Atari,1100.0,70.0,0.0,10.0,1180.0
15516,Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,Konami Digital Entertainment,0.0,0.0,50.0,0.0,50.0
15517,Summer Challenge: Athletics Tournament,PS3,2011.0,Sports,PQube,0.0,30.0,0.0,10.0,40.0
15518,Backyard Baseball '10,DS,2009.0,Sports,Atari,110.0,0.0,0.0,10.0,120.0
15519,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,20.0,0.0,20.0
15520,White Knight Chronicles: International Edition,PS3,2008.0,Role-Playing,Sony Computer Entertainment,330.0,160.0,360.0,80.0,930.0
15521,Magic Carpet,PS,1995.0,Shooter,Electronic Arts,30.0,20.0,0.0,0.0,50.0
15522,Metro 2033,X360,2010.0,Shooter,THQ,220.0,240.0,30.0,50.0,540.0
15523,Need for Speed: Most Wanted,GC,2005.0,Racing,Electronic Arts,430.0,110.0,0.0,20.0,560.0
15524,Futurama,XB,2003.0,Platform,SCi,30.0,10.0,0.0,0.0,40.0
15525,Touch Detective (JP sales),DS,2006.0,Adventure,505 Games,0.0,0.0,20.0,0.0,20.0
15527,NBA,PSP,2005.0,Sports,Sony Computer Entertainment,200.0,0.0,0.0,20.0,220.0
15528,We Sing Encore,Wii,2010.0,Misc,Nordic Games,0.0,410.0,0.0,60.0,470.0
15529,Wedding Dash,DS,2009.0,Action,Zoo Games,200.0,0.0,0.0,10.0,210.0
15530,Prince of Persia: Rival Swords,Wii,2007.0,Action,Ubisoft,240.0,30.0,0.0,20.0,290.0
15531,Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,40.0,10000.0,0.0,0.0,10040.0
15532,Hyperdimension Neptunia,PSV,2013.0,Role-Playing,Compile Heart,90.0,0.0,70.0,20.0,180.0
15533,NBA 2K12,Wii,2011.0,Sports,Take-Two Interactive,300.0,30.0,0.0,20.0,350.0
15534,Sega Rally Revo,X360,2007.0,Racing,Sega,120.0,280.0,0.0,50.0,450.0
15535,Yoshi's Story,N64,1997.0,Platform,Nintendo,1290.0,530.0,980.0,50.0,2850.0
15536,Storybook Workshop,Wii,2009.0,Misc,Konami Digital Entertainment,70.0,0.0,0.0,10.0,80.0
15537,Tales of the Abyss,PS2,2005.0,Role-Playing,Namco Bandai Games,0.0,0.0,570.0,0.0,570.0
15538,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005.0,Racing,THQ,90.0,30.0,0.0,0.0,120.0
15539,Fire Emblem: Monsh? no Nazo,SNES,1994.0,Role-Playing,Nintendo,0.0,0.0,700.0,0.0,700.0
15540,Kamen Rider: Battride War Genesis,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,50.0,0.0,50.0
15541,Little Battlers eXperience W,3DS,2013.0,Role-Playing,Level 5,0.0,0.0,100.0,0.0,100.0
15542,Tokyo Xtreme Racer,DC,1999.0,Racing,Genki,0.0,0.0,170.0,0.0,170.0
15543,Rapid Reload,PS,1995.0,Shooter,Sony Computer Entertainment,0.0,0.0,90.0,10.0,100.0
15544,Shining Force CD,SCD,1994.0,Strategy,Sega,0.0,0.0,140.0,0.0,140.0
15545,Godzilla Unleashed,Wii,2007.0,Fighting,Atari,150.0,0.0,0.0,10.0,160.0
15546,The Smurfs 2,PS3,2013.0,Platform,Ubisoft,20.0,70.0,0.0,20.0,110.0
15547,Sleeping Dogs,XOne,2014.0,Action,Square Enix,100.0,90.0,0.0,20.0,210.0
15548,Impossible Mission,DS,2007.0,Platform,System 3 Arcade Software,120.0,0.0,0.0,10.0,130.0
15549,LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,Activision,0.0,10.0,0.0,0.0,10.0
15550,Dynasty Warriors 6,PS2,2008.0,Action,Tecmo Koei,120.0,90.0,0.0,30.0,240.0
15551,Tokimeki no Houkago,PS,1998.0,Misc,Konami Digital Entertainment,0.0,0.0,60.0,0.0,60.0
15552,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008.0,Sports,Deep Silver,960.0,200.0,0.0,110.0,1270.0
15553,Resident Evil: Revelations,PS3,2013.0,Action,Capcom,140.0,320.0,220.0,120.0,800.0
15554,Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,Nintendo,460.0,310.0,330.0,80.0,1180.0
15555,DragonHeart: Fire & Steel,PS,1996.0,Action,Acclaim Entertainment,20.0,10.0,0.0,0.0,30.0
15556,Nikoli's Pencil Puzzle,3DS,2011.0,Puzzle,Hudson Soft,50.0,30.0,0.0,10.0,90.0
15557,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,Alchemist,0.0,0.0,10.0,0.0,10.0
15558,Sega Superstars Tennis,X360,2008.0,Sports,Sega,1750.0,860.0,0.0,280.0,2890.0
15559,ExerBeat,Wii,2010.0,Sports,Namco Bandai Games,100.0,180.0,0.0,30.0,310.0
15560,AirForce Delta Storm,GBA,2002.0,Shooter,Konami Digital Entertainment,20.0,10.0,0.0,0.0,30.0
15561,Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,50.0,60.0,10.0,120.0
15562,Puss in Boots,X360,2011.0,Action,THQ,200.0,20.0,0.0,20.0,240.0
15563,Petz: Hamsterz Life 2,GBA,2007.0,Misc,Ubisoft,10.0,0.0,0.0,0.0,10.0
15564,Legend of Kay Anniversary,WiiU,2015.0,Action,Nordic Games,0.0,10.0,0.0,0.0,10.0
15565,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015.0,Action,Little Orbit,0.0,20.0,0.0,0.0,20.0
15566,Major League Baseball 2K6,PS2,2006.0,Sports,Spike,370.0,10.0,0.0,60.0,440.0
15567,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,960.0,2000.0,210.0,560.0,3730.0
15568,Mawashite Tsunageru Touch Panic,DS,2006.0,Puzzle,Nintendo,0.0,0.0,50.0,0.0,50.0
15569,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008.0,Adventure,Namco Bandai Games,0.0,0.0,60.0,0.0,60.0
15570,Science Papa,DS,2009.0,Misc,Activision,90.0,10.0,0.0,10.0,110.0
15571,Super Bowling,N64,1999.0,Sports,Athena,20.0,0.0,0.0,0.0,20.0
15572,Tony Hawk's Pro Skater 5,PS3,2015.0,Sports,Activision,40.0,0.0,0.0,10.0,50.0
15573,First Queen: Ornic Senki,SNES,1994.0,Role-Playing,Culture Brain,0.0,0.0,30.0,0.0,30.0
15574,Tropico 4: Modern Times,PC,2012.0,Strategy,Kalypso Media,0.0,20.0,0.0,0.0,20.0
15575,NHL Hitz 20-03,GC,2002.0,Sports,Midway Games,60.0,20.0,0.0,0.0,80.0
15576,Evolution Skateboarding,GC,2002.0,Sports,Konami Digital Entertainment,30.0,10.0,0.0,0.0,40.0
15577,Batman Begins,PS2,2005.0,Action,Electronic Arts,270.0,210.0,0.0,70.0,550.0
15578,Laser Blast,2600,1981.0,Action,Activision,370.0,20.0,0.0,0.0,390.0
15579,Pro Evolution Soccer 2015,PS3,2014.0,Sports,Konami Digital Entertainment,100.0,230.0,220.0,80.0,630.0
15580,Mobile Suit Gundam: Extreme VS Force,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,160.0,0.0,160.0
15581,Capcom Fighting Evolution,PS2,2004.0,Fighting,Capcom,100.0,80.0,0.0,30.0,210.0
15582,Practise English!,DS,2007.0,Misc,Nintendo,0.0,0.0,730.0,0.0,730.0
15583,Sega Rally Revo,PC,2007.0,Racing,Sega,0.0,10.0,0.0,0.0,10.0
15584,Kiniro no Corda 2 f Encore,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,30.0,0.0,30.0
15585,LEGO Racers,PS,1999.0,Racing,LEGO Media,200.0,140.0,0.0,20.0,360.0
15586,Test Drive 4,PS,1997.0,Racing,Electronic Arts,670.0,460.0,0.0,80.0,1210.0
15587,Super Dodge Ball,NG,1995.0,Sports,Technos Japan Corporation,0.0,0.0,20.0,0.0,20.0
15588,Winter Stars,X360,2011.0,Sports,Deep Silver,50.0,40.0,0.0,10.0,100.0
15589,AMF Bowling 2004,XB,2003.0,Sports,Mud Duck Productions,220.0,60.0,0.0,10.0,290.0
15590,Kamaitachi no Yoru 2,PS2,2002.0,Adventure,ChunSoft,0.0,0.0,360.0,0.0,360.0
15591,FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,710.0,2480.0,30.0,890.0,4110.0
15592,Evil Genius,PC,2004.0,Strategy,Vivendi Games,0.0,10.0,0.0,0.0,10.0
15593,Family Fest presents: Movie Games,Wii,2008.0,Action,Ubisoft,200.0,10.0,0.0,20.0,230.0
15594,Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Atari,770.0,290.0,0.0,20.0,1080.0
15595,Astro Boy,PS2,2004.0,Action,Sega,40.0,30.0,0.0,10.0,80.0
15596,Tales of Phantasia (PS1 & PSP Versions),PSP,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,110.0,0.0,110.0
15597,Hospital Tycoon,PC,2007.0,Strategy,Codemasters,0.0,10.0,0.0,0.0,10.0
15598,WWE Wrestlemania X8,GC,2002.0,Fighting,THQ,380.0,100.0,0.0,10.0,490.0
15599,Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,50.0,0.0,0.0,0.0,50.0
15600,Eternal Poison,PS2,2008.0,Role-Playing,Banpresto,70.0,50.0,0.0,20.0,140.0
15601,Eyeshield 21: Portable Edition,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,20.0,0.0,20.0
15602,SpongeBob SquigglePants 3D,3DS,2011.0,Misc,THQ,130.0,50.0,0.0,20.0,200.0
15603,Dead to Rights II,PS2,2005.0,Shooter,Electronic Arts,100.0,80.0,0.0,30.0,210.0
15604,Shrek: Ogres & Dronkeys,DS,2007.0,Simulation,Activision,260.0,0.0,0.0,20.0,280.0
15605,Teenage Mutant Ninja Turtles Double Pack,GBA,2006.0,Action,Konami Digital Entertainment,10.0,0.0,0.0,0.0,10.0
15606,Boogie,Wii,2007.0,Misc,Electronic Arts,430.0,30.0,0.0,40.0,500.0
15607,GRID 2,PS3,2013.0,Racing,Codemasters,70.0,230.0,10.0,90.0,400.0
15608,DiRT Rally,PC,2016.0,Racing,Codemasters,0.0,30.0,0.0,0.0,30.0
15609,Gladiator: Sword of Vengeance,PS2,2003.0,Action,Acclaim Entertainment,60.0,50.0,0.0,20.0,130.0
15610,Enchanted Arms,PS3,2007.0,Role-Playing,Ubisoft,170.0,10.0,0.0,20.0,200.0
15611,Star Wars: Battlefront,PC,2004.0,Shooter,LucasArts,60.0,120.0,0.0,20.0,200.0
15612,Rally Fusion: Race of Champions,PS2,2002.0,Racing,Activision,60.0,50.0,0.0,20.0,130.0
15613,Ballistic,PS,1999.0,Puzzle,Atari,20.0,10.0,0.0,0.0,30.0
15614,Hannah Montana: The Movie,X360,2009.0,Adventure,Disney Interactive Studios,140.0,60.0,0.0,20.0,220.0
15615,SaGa 3: Jikuu no Hasha - Shadow or Light,DS,2011.0,Role-Playing,Square Enix,0.0,0.0,80.0,0.0,80.0
15616,Pitfall: The Lost Expedition,XB,2004.0,Platform,Activision,50.0,10.0,0.0,0.0,60.0
15617,Brooktown High: Senior Year,PSP,2007.0,Simulation,Konami Digital Entertainment,90.0,0.0,0.0,10.0,100.0
15618,Winter Sports 3: The Great Tournament,PS3,2010.0,Sports,Tradewest,0.0,30.0,0.0,10.0,40.0
15619,SD Gundam G Century,PS,1997.0,Strategy,Namco Bandai Games,0.0,0.0,270.0,20.0,290.0
15620,SingStar Vol. 2,PS3,2008.0,Misc,Sony Computer Entertainment,290.0,400.0,0.0,130.0,820.0
15621,Kamen Rider: Battride War II,PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0,100.0
15622,Justice League: Chronicles,GBA,2003.0,Platform,Midway Games,30.0,10.0,0.0,0.0,40.0
15623,Gundam Try Age SP,3DS,2014.0,Strategy,Namco Bandai Games,0.0,0.0,70.0,0.0,70.0
15624,Amplitude,PS2,2003.0,Misc,Sony Computer Entertainment,90.0,70.0,0.0,20.0,180.0
15625,The Idolm@ster: Live for You!,X360,2008.0,Misc,Namco Bandai Games,0.0,0.0,70.0,0.0,70.0
15626,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013.0,Shooter,Namco Bandai Games,0.0,0.0,100.0,0.0,100.0
15627,Eternal Sonata,X360,2007.0,Role-Playing,Atari,190.0,40.0,80.0,20.0,330.0
15628,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2790.0,1890.0,0.0,330.0,5010.0
15629,Fire Emblem: Radiant Dawn,Wii,2007.0,Strategy,Nintendo,280.0,30.0,170.0,30.0,510.0
15630,Angry Birds Star Wars,X360,2013.0,Strategy,Activision,160.0,110.0,0.0,30.0,300.0
15631,Monster Bomber,DS,2006.0,Puzzle,505 Games,10.0,0.0,0.0,0.0,10.0
15632,Choro Q2,PS,1997.0,Racing,Takara,0.0,0.0,230.0,20.0,250.0
15633,Suikoden Tierkreis,DS,2008.0,Role-Playing,Konami Digital Entertainment,90.0,10.0,150.0,10.0,260.0
15634,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998.0,Adventure,Sega,0.0,0.0,530.0,0.0,530.0
15635,MVP Baseball 2005,PS2,2005.0,Sports,Electronic Arts,1260.0,70.0,0.0,210.0,1540.0
15636,The Incredible Hulk,DS,2008.0,Action,Sega,220.0,0.0,0.0,20.0,240.0
15637,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010.0,Action,THQ,220.0,40.0,0.0,20.0,280.0
15638,RealSports Boxing,2600,1986.0,Sports,Atari,280.0,20.0,0.0,0.0,300.0
15639,Assassin's Creed III,X360,2012.0,Action,Ubisoft,3130.0,1710.0,30.0,440.0,5310.0
15640,Fuzion Frenzy 2,X360,2007.0,Misc,Microsoft Game Studios,140.0,10.0,0.0,10.0,160.0
15641,Atari Classics Evolved,PSP,2007.0,Misc,Atari,80.0,0.0,0.0,10.0,90.0
15642,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007.0,Role-Playing,Sega,0.0,0.0,20.0,0.0,20.0
15643,The Lord of the Rings: The Return of the King,XB,2003.0,Action,Electronic Arts,710.0,380.0,0.0,50.0,1140.0
15644,Pro Yakyuu Team o Tsukurou! 2,DS,2009.0,Sports,Sega,0.0,0.0,110.0,0.0,110.0
15645,Ms. Pac-Man Maze Madness,GBA,2004.0,Puzzle,Zoo Digital Publishing,400.0,150.0,0.0,10.0,560.0
15646,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008.0,Fighting,Takara Tomy,0.0,0.0,70.0,0.0,70.0
15647,Championship Manager 2010,PC,2009.0,Sports,Eidos Interactive,0.0,10.0,0.0,0.0,10.0
15648,Jewel Master: Cradle of Athena,DS,2010.0,Puzzle,Storm City Games,180.0,0.0,0.0,10.0,190.0
15649,Toy Soldiers: War Chest,XOne,2015.0,Action,Ubisoft,50.0,0.0,0.0,10.0,60.0
15650,SAW,PC,2009.0,Action,Konami Digital Entertainment,0.0,20.0,0.0,0.0,20.0
15651,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008.0,Misc,Benesse,0.0,0.0,20.0,0.0,20.0
15652,The Wolf Among Us,X360,2011.0,Adventure,Telltale Games,10.0,30.0,0.0,0.0,40.0
15653,Block Party,Wii,2008.0,Misc,Activision,140.0,0.0,0.0,10.0,150.0
15654,Crash of the Titans,Wii,2007.0,Action,Vivendi Games,400.0,30.0,0.0,40.0,470.0
15656,Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004.0,Misc,Konami Digital Entertainment,400.0,150.0,0.0,10.0,560.0
15657,The Sims 2: Happy Holiday Stuff,PC,2006.0,Simulation,Electronic Arts,10.0,10.0,0.0,0.0,20.0
15658,John Madden Football,SNES,1991.0,Sports,Imagineer,0.0,0.0,70.0,0.0,70.0
15659,ATV Quad Power Racing 2,GC,2003.0,Racing,Acclaim Entertainment,220.0,60.0,0.0,10.0,290.0
15660,MechWarrior 2: 31st Century Combat,PS,1997.0,Simulation,Activision,200.0,140.0,0.0,20.0,360.0
15661,White Album 2: Shiawase no Mukougawa,PSV,2013.0,Adventure,Aqua Plus,0.0,0.0,20.0,0.0,20.0
15662,Puzzle Chronicles,DS,2010.0,Puzzle,Konami Digital Entertainment,10.0,0.0,0.0,0.0,10.0
15663,Star Wars Racer Revenge,PS2,2002.0,Racing,LucasArts,150.0,120.0,0.0,40.0,310.0
15664,TimeShift,PS3,2007.0,Shooter,Vivendi Games,140.0,10.0,0.0,10.0,160.0
15665,NBA 2K2,GC,2002.0,Sports,Sega,90.0,20.0,0.0,0.0,110.0
15666,Dynasty Warriors,PS,1997.0,Action,Tecmo Koei,90.0,60.0,110.0,20.0,280.0
15667,Saints Row: The Third,PC,2011.0,Action,THQ,160.0,160.0,0.0,60.0,380.0
15668,Dragon Quest X,WiiU,2013.0,Role-Playing,Square Enix,0.0,0.0,400.0,0.0,400.0
15670,Spectral Force 3,X360,2006.0,Role-Playing,Idea Factory,80.0,0.0,0.0,10.0,90.0
15671,Dark Summit,GC,2002.0,Sports,THQ,40.0,10.0,0.0,0.0,50.0
15672,Transformers: Beast Wars Transmetals,PS,2000.0,Fighting,BAM! Entertainment,60.0,40.0,0.0,10.0,110.0
15673,The Princess and the Frog,Wii,2009.0,Platform,Disney Interactive Studios,290.0,130.0,0.0,40.0,460.0
15674,Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,0.0,0.0,3440.0,0.0,3440.0
15675,Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami Digital Entertainment,90.0,840.0,110.0,150.0,1190.0
15676,Jikkyou Powerful Pro Yakyuu 13,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,350.0,0.0,350.0
15677,Test Drive 5,PS,1997.0,Racing,Accolade,1050.0,200.0,0.0,50.0,1300.0
15678,Pokemon Black 2/Pokemon White 2,DS,2012.0,Role-Playing,Nintendo,2910.0,1860.0,3140.0,430.0,8340.0
15679,NASCAR Thunder 2002,PS,2001.0,Racing,Electronic Arts,230.0,160.0,0.0,30.0,420.0
15680,Naruto: Gekito Ninja Taisen! 4,GC,2005.0,Fighting,Tomy Corporation,0.0,0.0,320.0,10.0,330.0
15681,Prince of Persia: The Sands of Time,GBA,2003.0,Action,Ubisoft,110.0,40.0,0.0,0.0,150.0
15682,Xiaolin Showdown,DS,2006.0,Action,Konami Digital Entertainment,50.0,0.0,0.0,0.0,50.0
15683,Rugby 2005,PS2,2005.0,Sports,Electronic Arts,40.0,30.0,0.0,10.0,80.0
15684,The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,1720.0,1210.0,0.0,140.0,3070.0
15685,Samurai Shodown III,NG,1995.0,Fighting,SNK,0.0,0.0,80.0,0.0,80.0
15686,The Evil Within,X360,2014.0,Action,Bethesda Softworks,250.0,200.0,10.0,40.0,500.0
